x,y
1121,2344
950,2345
951,2345
952,2345
1117,2345
1118,2345
1119,2345
952,2346
953,2346
954,2346
1115,2346
1116,2346
1117,2346
954,2347
955,2347
956,2347
1113,2347
1114,2347
1115,2347
956,2348
957,2348
958,2348
1111,2348
1112,2348
1113,2348
958,2349
959,2349
960,2349
1109,2349
1110,2349
1111,2349
960,2350
961,2350
962,2350
1107,2350
1108,2350
1109,2350
962,2351
963,2351
964,2351
1105,2351
1106,2351
1107,2351
964,2352
965,2352
966,2352
1102,2352
1103,2352
1104,2352
1105,2352
966,2353
967,2353
968,2353
1100,2353
1101,2353
1102,2353
968,2354
969,2354
970,2354
1098,2354
1099,2354
1100,2354
970,2355
971,2355
972,2355
1095,2355
1096,2355
1097,2355
1098,2355
972,2356
973,2356
974,2356
1093,2356
1094,2356
1095,2356
974,2357
975,2357
976,2357
977,2357
1090,2357
1091,2357
1092,2357
1093,2357
977,2358
978,2358
979,2358
1088,2358
1089,2358
1090,2358
979,2359
980,2359
981,2359
1085,2359
1086,2359
1087,2359
1088,2359
981,2360
982,2360
983,2360
984,2360
1082,2360
1083,2360
1084,2360
1085,2360
984,2361
985,2361
986,2361
1079,2361
1080,2361
1081,2361
1082,2361
986,2362
987,2362
988,2362
989,2362
1076,2362
1077,2362
1078,2362
1079,2362
989,2363
990,2363
991,2363
992,2363
1072,2363
1073,2363
1074,2363
1075,2363
1076,2363
992,2364
993,2364
994,2364
1069,2364
1070,2364
1071,2364
1072,2364
994,2365
995,2365
996,2365
997,2365
998,2365
1065,2365
1066,2365
1067,2365
1068,2365
1069,2365
998,2366
999,2366
1000,2366
1001,2366
1060,2366
1061,2366
1062,2366
1063,2366
1064,2366
1065,2366
1001,2367
1002,2367
1003,2367
1004,2367
1055,2367
1056,2367
1057,2367
1058,2367
1059,2367
1060,2367
1004,2368
1005,2368
1006,2368
1007,2368
1008,2368
1009,2368
1048,2368
1049,2368
1050,2368
1051,2368
1052,2368
1053,2368
1054,2368
1055,2368
1009,2369
1010,2369
1011,2369
1012,2369
1013,2369
1014,2369
1015,2369
1016,2369
1017,2369
1018,2369
1019,2369
1020,2369
1021,2369
1022,2369
1023,2369
1024,2369
1025,2369
1026,2369
1027,2369
1028,2369
1029,2369
1030,2369
1031,2369
1032,2369
1033,2369
1034,2369
1035,2369
1036,2369
1037,2369
1038,2369
1039,2369
1040,2369
1041,2369
1042,2369
1043,2369
1044,2369
1045,2369
1046,2369
1047,2369
1048,2369
